,사업장명,위도,경도
245,(주)호텔롯데 롯데시티호텔 김포공항,37.56505959423036,126.80299177996905
246,메이필드 호텔,37.54711268462601,126.81818997557176
247,넘버25호텔 김포공항점,37.548576849863906,126.81965410696384
248,칼튼 관광호텔,37.55453443582211,126.85245415535896
249,메이필드호텔,37.54711268462601,126.81818997557176
250,나이아가라관광호텔,37.54909514621041,126.87857389941189
251,골든서울호텔,37.54791959862189,126.8780340368045
252,(주)서부티엔디 그랜드 머큐어 앰버서더 서울 용산,37.53192027796235,126.9624423354954
253,스탠다드호텔,37.55103651040369,126.86358005575492
254,에스알호텔,37.5611319679008,126.839465812107
255,호텔 엠펠리체,37.5597373293007,126.83528647975841
256,제이케이블라썸호텔,37.556794440016446,126.86768733187748
257,메이필드 스위트호텔,37.54711268462601,126.81818997557176
258,볼(Voll) 관광호텔,37.52875350749774,126.84663765883522
259,드 어반 관광호텔,37.52900169733619,126.84738569711725
260,라마다 서울 신도림 호텔,37.50630798729781,126.8853302845924
261,코코모호텔,37.5019768914602,126.88336472112097
262,플렉스,37.48519595045161,126.98024507935428
263,베니키아서울호텔,37.556822930623376,126.85993909499341
264,호텔 브릿지,37.52380617993783,126.88259596642742
265,스토리호스텔,37.4805265527359,126.89073133541423
266,가리봉 호스텔,37.48018328054662,126.88986713944318
267,SI(에스아이),37.471272824591374,126.88783525827994
268,셀립 여의,37.51389729537524,126.92162524569045
269,아단아,37.480307310452,126.89046189786383
270,호텔 베르누이,37.49744611936524,126.84601353722378
271,(주)호텔롯데 롯데시티호텔 구로,37.48489470727753,126.89653992679213
272,골드리버관광호텔,37.478376610129914,126.8769444854735
273,따담,37.52228756359582,126.89195215863602
274,베니키아 호텔 카카오,37.517472653609495,126.91188077220205
275,신트라(SINTRA) 호텔,37.485325719671366,126.93059186511152
276,더 스테이트 선유호텔,37.538501104924684,126.89338466862732
277,호텔조커Ⅰ,37.52634583558912,126.88393450262056
278,글래드호텔앤리조트(주) 글래드 여의도,37.52744396216695,126.91732324138806
279,에이치 에비뉴 건대점,37.54605549751702,127.06658706031378
280,위고인,37.55702181212934,126.941600637558
281,콘래드 서울 호텔,37.52497860197024,126.92529827586957
282,코트야드 바이 메리어트 서울 타임스퀘어,37.5170754528583,126.90334092163012
283,켄싱턴호텔 여의도,37.53025836235408,126.92181645334344
284,노바루스관광호텔,37.521658630809796,126.89070713885296
285,씨엘 관광호텔,37.519082355007676,126.90184876277887
286,호텔조커Ⅱ,37.52638688338372,126.88404837901965
287,더파크호텔,37.5386654147477,126.89303286815634
288,베스트웨이,37.52344283884244,126.8968139091921
289,다담,37.522625523367886,126.89757894901857
290,JARDIN HOTEL,37.519172799718525,126.90467699208094
291,가온누리,37.52231806545188,126.89250403162288
292,여울,37.52042868869149,126.90856557474396
293,호텔 지엠에스[HOTEL GMS],37.51749743301492,126.90900503741679
294,브이아이피(VIP),37.517578745694806,126.91343692616199
295,더 리베라,37.52359434274649,126.89694903791623
296,STOWER HOSTEL,37.50553213069918,126.90862789289733
297,이도,37.52708770660447,126.89802050246077
298,가예,37.52284277214524,126.88973482235998
299,토요코인 서울영등포,37.51763033137714,126.91195692572143
300,Chateau 관광호텔,37.52278411938626,126.89037781868524
301,핸드픽트.서울 호텔,37.501230367964666,126.93352544891913
302,신라스테이,37.485579385859296,126.90447617663392
303,삼화,37.48591639347726,126.92866958004969
304,상지,37.48687871279067,126.92789347547377
305,K2호텔,37.485238977594136,126.93136157149253
306,나이스타임 관광호텔,37.48499023693059,126.93129840530109
307,그랑블루,37.486955751630084,126.92785734269732
308,(주)관광호텔뜨랑블루,37.48453410607817,126.92682126899378
309,WD호텔,37.485528975857974,126.92924325650965
310,스트디오93,37.48528708701914,126.92865790616412
311,호텔컬리넌건대2,37.550783696553566,127.06924225160446
312,오라카이 청계산 호텔,37.44882296528875,127.05484941208987
313,어반스테이,37.48586116814296,126.92852106520873
314,더케이호텔앤리조트(주) 더케이호텔서울,37.46677328418406,127.03281566184333
315,더리버사이드호텔,37.51864442413793,127.01810060961249
316,호텔티롤,37.51505552282273,127.016946554893
317,어반(Urban)호텔,37.48134674617799,126.91497369747019
318,포포인츠 바이 쉐라톤 서울 구로(Four Points by Sheraton Seoul Guro),37.48319674739466,126.89892942033087
319,(주)CS프리미어호텔서울,37.48119329165398,126.91284228880897
320,스팅,37.48500459830618,126.92555190335
321,유원관광호텔,37.485174057171854,127.01285080903216
322,호텔 소설(小雪),37.48634736029536,127.0138031353919
323,호텔 페이토,37.48674124566823,127.03257632468109
324,신라스테이 서초,37.48945693855961,127.03012656550837
325,업플로 호스텔,37.49376158630364,127.01700453107202
326,프로비스타 가족호텔,37.49481571276698,127.01862883043108
327,컬리넌호텔 구로,37.48115921895282,126.89952790072394
328,베스트웨스턴 프리미어 강남호텔,37.50636373528265,127.02979420834052
329,파크하얏트서울,37.50856679166255,127.0641468957995
330,이비스 스타일 앰배서더 강남,37.50511147220461,127.05706847699162
331,호텔리베라 아노블리,37.52386779476253,127.04162772027307
332,호텔 인 나인,37.51569169273781,127.0599558885171
333,호텔 신라스테이 역삼(Hotel Shilla Stay Yeoksam),37.5046473251767,127.04126317339903
334,안다즈 서울 강남,37.52541904657491,127.02886887630903
335,호텔 컬리넌 역삼,37.50138803845439,127.0420855380535
336,호텔 뉴브,37.503022097952645,127.04911102519267
337,주식회사 호텔포레스타,37.51096235806522,127.08164028741786
338,부티크 호텔 XYM,37.496896776647354,127.1213855318552
339,(주)서부티엔디 노보텔 스위트 앰배서더 서울 용산,37.53192027796235,126.9624423354954
340,라까사호텔,37.521989354346715,127.01954864327304
341,호텔 더 캐슬(방이1),37.515452666506604,127.10907307683124
342,호텔 더 캐슬(신천),37.511099399991814,127.08180973380412
343,호텔롯데 롯데호텔월드,37.5112866282424,127.09793903665238
344,포레스타,37.51097151229682,127.08138520122353
345,로사나부띠끄 관광호텔,37.50599712035954,127.09754132566088
346,(주)파로스 관광호텔,37.511088118234845,127.0811615058266
347,캘리포니아호텔,37.494094338723606,127.11910716237746
348,레이크호텔,37.50686495726448,127.10089967166284
349,가락관광호텔,37.493885288194505,127.11872094695589
350,잠실관광호텔,37.504933501577874,127.08803688860591
351,호텔 파크하비오,37.48060475305709,127.12366622766889
352,시그니엘 서울(SIGNIEL SEOUL),37.51310117541903,127.10343320905342
353,CORNER HOTEL,37.501636968742034,127.10975888409016
354,HOTEL 2.4,37.51575016361288,127.11385558631832
355,24게스트하우스(서울 잠실점),37.50330328107481,127.08940667758236
356,호텔인피니,37.50220407692977,127.09608176031209
357,하모니관광호텔,37.5382301808538,127.13810781165293
358,호텔 감(HOTEL GAM),37.53841469269452,127.12867008485703
359,산마루호스텔,37.55575277622851,126.98074620984833
360,(주)서부티엔디 노보텔 앰배서더 서울 용산,37.53192027796235,126.9624423354954
361,서울호스텔,37.564499850207554,127.00811285450352
362,호스텔코리아,37.57613371910971,126.99031272088808
363,SK 네트웍스 (주) 워커힐,37.555168303558354,127.11141665783057
364,케이 게스트하우스 동대문프리미엄점,37.563695133178115,127.00674887149441
365,24게스트하우스동대문,37.56537120848169,127.00905393603699
366,메리골드호텔,37.55331243099275,126.91974887980645
367,SH호스텔,37.52279797698584,126.89850084048635
368,소테츠호텔즈 더 스프라지르 서울 동대문,37.564712759108616,127.0077457570283
369,갤럭시 관광호텔,37.52633043051293,126.9090952645345
370,코트야드 메리어트 남대문호텔,37.56119059371521,126.97692443599654
371,해담채스테이,37.530033578664785,126.84060921355596
372,코리아나호텔,37.5683607842527,126.97668276245942
373,캠프 관광호텔,37.53708778113097,126.83454557128124
374,KD-ONE9,37.57319993631673,127.0194638990994
375,케이디호스텔 7,37.57319993631673,127.0194638990994
376,오라카이 대학로 호텔,37.575725000686695,126.99876557988622
377,목시 서울 인사동 호텔,37.572297244366474,126.98934333677353
378,글루호텔,37.57579799113199,127.00395996672916
379,나인트리 프리미어 호텔 인사동,37.57455177228819,126.9837953682828
380,루미아호텔,37.5738460449095,127.0222440158554
381,아이비씨호텔,37.57325673915659,127.02285344606705
382,메이커스호텔,37.572367288538,126.98954310213496
383,신라스테이 광화문,37.572511485574154,126.98120453294264
384,메이플레이스 호텔 서울 동대문,37.576115420710856,126.99873620083068
385,호텔 이비스앰배서더 인사동,37.57443766966185,126.98921764486417
386,노블관광호텔,37.576684269838346,126.98965815124205
387,동화킴스관광호텔,37.60944928037136,126.97511717795071
388,(주)아워홈 아벤트리호텔 종로점,37.57313124792655,126.98346670150671
389,호텔베뉴지,37.5687349510704,126.99083988235813
390,(주) 동승 JW메리어트 동대문 스퀘어 서울,37.570394464983934,127.00891241427665
391,고궁호텔,37.57575321683035,126.99674323345275
392,KD-ONE8,37.57319993631673,127.0194638990994
393,VATICA HOTEL(바티카 호텔),37.57012828390438,127.01553579993208
394,센추럴,37.56879920095652,126.99289628591369
395,바고관광호텔,37.54573504323793,127.1250533500431
396,발리(BALI),37.52905147264129,127.13490733112016
397,바모스,37.519986903795505,126.90868728706769
398,위너스,37.47195915151465,126.88981678161929
399,이사벨관광호텔,37.47172415324695,126.89749825790548
400,(주)노보텔앰배서더독산,37.467471387614054,126.8983885099473
401,호텔 해담채 가산,37.47950759978555,126.88874778784997
402,노블레스관광호텔,37.65517356022504,127.05923874199149
403,화이트린넨하우스 호스텔,37.517743874722406,127.02529607035528
404,노보텔 앰배서더 서울 동대문 호텔,37.56626995484339,127.0043493425844
405,렉시호텔,37.55660294165207,126.93768066876395
406,익선스테이,37.57454865915528,126.9897201269443
407,마인드 관광호텔,37.478846068232436,126.89102598727582
408,(주)조선호텔앤리조트 포포인츠 조선 명동,37.56571203308239,126.98949463143926
409,토요코인 서울 동대문 Ⅱ,37.56452045132355,127.00786798135661
410,티마크그랜드호텔명동,37.558454242595815,126.97864642460645
411,호텔롯데 엘세븐명동,37.56136507091112,126.98698002142301
412,롯데시티호텔명동,37.566936732220874,126.98807582283844
413,크라운파크 호텔,37.56376558387882,126.9807768484726
414,호텔 스카이파크 센트럴 명동점,37.56464365317448,126.98522766237244
415,호텔 더 디자이너스 동대문,37.56366181394272,127.00565406588672
416,호텔 크레토,37.561993986653945,126.98808687817517
417,트레블로지 명동 을지로 호텔,37.56661034444838,126.98937252580788
418,호텔 도마,37.561328655311975,126.99581261952866
419,스테이비호텔 명동,37.563330756478244,126.99281333442532
420,이비스 스타일 앰배서더 서울 명동,37.56168178313116,126.98935886467953
421,스타즈호텔 명동2호점,37.56256905981313,126.99077045565716
422,모닝스카이호텔,37.56409802467269,126.99989824587503
423,스타즈호텔 명동1호점,37.567030566424876,126.99142102769495
424,이비스 버젯 앰배서더 서울 동대문 호텔,37.564129649289676,127.0087238320551
425,베이튼호텔,37.56528051224587,127.00273399595682
426,데이즈 호텔 명동,37.56095194136074,126.98363083162519
427,스카이파크호텔 동대문1호점,37.564446177678576,127.00216386606638
428,솔라리아 니시테츠 호텔 서울 명동,37.562499779333216,126.9851617353538
429,크리에이터 타운 을지로,37.56415317619511,126.99866233938097
430,써미트호텔,37.562247378589475,127.0068867826482
431,더 그랜드호텔 명동,37.56165449020657,126.98717554293347
432,나인트리호텔 명동,37.56158781754411,126.9860251761016
433,호텔마누,37.557140906089,126.97488935522018
434,호텔 스카이파크3,37.56131027894747,126.98737464729119
435,이비스 앰배서더 명동,37.564188608011875,126.98306194218928
436,베스트웨스턴호텔국도,37.566175958651144,126.99629476280622
437,뉴국제호텔,37.567942405774204,126.97797579929005
438,(주)서울렉스호텔,37.55867661255387,126.98097920460337
439,뉴서울호텔,37.567988193313234,126.97816054107321
440,서울프린스호텔,37.560672943488264,126.98627623998804
441,메트로호텔,37.56512693405727,126.98372836810096
442,티마크호텔명동,37.562583141972794,126.99256873501685
443,세종호텔,37.56146679510358,126.9879572816573
444,트레블로지 명동 시티홀 호텔,37.56321217653818,126.97810924323255
445,플라자호텔,37.56467032432663,126.97791317874211
446,(주)조선호텔앤리조트,37.56443815854861,126.98009921256339
